"RegionID","SizeRank","RegionName","RegionType","StateName","State","City","Metro","CountyName","2000-01-31","2000-02-29","2000-03-31","2000-04-30","2000-05-31","2000-06-30","2000-07-31","2000-08-31","2000-09-30","2000-10-31","2000-11-30","2000-12-31"
61639,0,"10025",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,322791.0,327634.0,331518.0,339990.0,347639.0,354956.0,362657.0,368878.0,374332.0,379151.0,386573.0,394942.0
84654,1,"60657",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,312893.0,314346.0,316319.0,320112.0,323988.0,327777.0,331690.0,336098.0,339936.0,343749.0,347684.0,352012.0
61637,2,"10023",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,503959.0,507835.0,510557.0,517290.0,525285.0,536105.0,546601.0,555236.0,561048.0,568043.0,576333.0,586182.0
91982,3,"77494",Zip,TX,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,224754.0,225073.0,225797.0,227025.0,226587.0,226251.0,225130.0,225472.0,225074.0,225748.0,226921.0,228347.0
84616,4,"60614",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,405296.0,406436.0,408589.0,412349.0,416897.0,421254.0,425844.0,430719.0,434873.0,439836.0,445142.0,450865.0
91940,5,"77449",Zip,TX,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,106621.0,106634.0,106437.0,106442.0,106473.0,106685.0,106839.0,107067.0,107448.0,107682.0,108134.0,108536.0
61616,6,"10002",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,411718.0,406316.0,406526.0,404637.0,409679.0,412600.0,417102.0,417863.0,417458.0,416597.0,415675.0,418293.0
91733,7,"77084",Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,106026.0,105970.0,105714.0,105662.0,105628.0,105795.0,105834.0,106020.0,106418.0,106744.0,107312.0,107912.0
93144,8,"79936",Zip,TX,TX,El Paso,El Paso,El Paso County,90480.0,90480.0,90513.0,90479.0,90498.0,90458.0,90443.0,90396.0,89865.0,89232.0,88364.0,88224.0
84640,9,"60640",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,188795.0,189174.0,190363.0,192514.0,194902.0,197130.0,199272.0,202145.0,205342.0,209292.0,213640.0,217504.0
62037,10,"11226",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,267926.0,269909.0,271257.0,273822.0,276343.0,279027.0,282017.0,283629.0,285092.0,285957.0,287446.0,289530.0
61807,11,"10467",Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,145256.0,146502.0,147504.0,149859.0,152075.0,154341.0,155713.0,156911.0,158212.0,159500.0,161205.0,162356.0
92593,12,"78660",Zip,TX,TX,Pflugerville,Austin-Round Rock,Travis County,164898.0,165364.0,165563.0,166090.0,166443.0,166809.0,166698.0,166879.0,167017.0,167709.0,168142.0,168668.0
97564,13,"94109",Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,505724.0,508437.0,512673.0,521329.0,531340.0,542300.0,554040.0,567042.0,579747.0,591046.0,604487.0,619500.0
61630,15,"10016",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,308755.0,311902.0,314542.0,319800.0,324756.0,329812.0,334178.0,337412.0,340649.0,344607.0,350770.0,358254.0
74101,16,"37013",Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,129229.0,129491.0,129747.0,130348.0,130768.0,130857.0,130986.0,131136.0,131605.0,131925.0,132143.0,132301.0
71831,17,"32162",Zip,FL,FL,The Villages,The Villages,Sumter County,122991.0,123472.0,123912.0,125100.0,126305.0,128163.0,130228.0,132311.0,133280.0,133237.0,132935.0,132998.0
84646,18,"60647",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,225874.0,226774.0,228728.0,231296.0,233755.0,236130.0,239608.0,243964.0,248271.0,252459.0,257380.0,261638.0
62012,19,"11201",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,290889.0,291756.0,294106.0,297169.0,301062.0,304088.0,311174.0,317703.0,327521.0,337539.0,347928.0,358724.0
62045,20,"11235",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,194214.0,194919.0,196455.0,199715.0,203332.0,206685.0,208918.0,209818.0,210794.0,212215.0,214728.0,216380.0
62087,21,"11375",Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,325393.0,327698.0,330034.0,333458.0,336016.0,338491.0,341893.0,345879.0,350184.0,355425.0,360839.0,364948.0
96107,22,"90250",Zip,CA,CA,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles County,208066.0,208356.0,209254.0,211117.0,213623.0,215917.0,218229.0,220317.0,222512.0,224109.0,225916.0,227685.0
92271,23,"78130",Zip,TX,TX,New Braunfels,San Antonio-New Braunfels,Comal County,"","","","","","","","","","","",""
74242,24,"37211",Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,132599.0,132876.0,133059.0,133572.0,134005.0,134251.0,134556.0,134788.0,135327.0,135763.0,136171.0,136447.0
61643,25,"10029",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,"",249053.0,250813.0,253296.0,257344.0,261571.0,265645.0,269449.0,270931.0,272413.0,275289.0,280933.0
61623,26,"10009",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,400142.0,389668.0,384908.0,375722.0,374391.0,373422.0,374217.0,375433.0,375596.0,373704.0,372709.0,377031.0
92036,27,"77573",Zip,TX,TX,League City,Houston-The Woodlands-Sugar Land,Galveston County,"","","","","","","","","","","",""
84620,28,"60618",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,260513.0,261345.0,263561.0,266742.0,270212.0,273576.0,277835.0,281873.0,285767.0,290421.0,296870.0,303742.0
92045,29,"77584",Zip,TX,TX,Pearland,Houston-The Woodlands-Sugar Land,Brazoria County,174317.0,174802.0,175191.0,176097.0,176963.0,177429.0,177709.0,177681.0,177875.0,177801.0,178065.0,178509.0
61625,30,"10011",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,710054.0,717358.0,724001.0,734874.0,746540.0,757575.0,768796.0,774608.0,780943.0,787251.0,799144.0,812978.0
66126,31,"20002",Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,173754.0,175123.0,175755.0,176909.0,178957.0,181632.0,184652.0,185814.0,186865.0,186799.0,187204.0,187876.0
61703,32,"10128",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,493385.0,495320.0,498031.0,504528.0,514395.0,524861.0,533427.0,538696.0,543724.0,552194.0,561561.0,572961.0
69816,33,"28269",Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,153254.0,153399.0,153606.0,153961.0,154313.0,154647.0,154894.0,155235.0,155423.0,155792.0,156107.0,156477.0
92551,34,"78613",Zip,TX,TX,Cedar Park,Austin-Round Rock,Williamson County,181458.0,181390.0,180593.0,179728.0,178891.0,179458.0,179420.0,179516.0,178745.0,179086.0,180873.0,182500.0
91926,35,"77433",Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,180090.0,180208.0,179899.0,180018.0,179885.0,180115.0,180196.0,180792.0,181612.0,182255.0,182894.0,183548.0
92515,36,"78572",Zip,TX,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County,"","","","","","","","","","","",""
71067,37,"30349",Zip,GA,GA,Riverdale,Atlanta-Sandy Springs-Roswell,Clayton County,132220.0,133226.0,133857.0,135091.0,136074.0,136977.0,137844.0,138645.0,139493.0,140537.0,141438.0,142241.0
93123,38,"79912",Zip,TX,TX,El Paso,El Paso,El Paso County,131725.0,131746.0,131908.0,132057.0,132273.0,132411.0,132495.0,132673.0,131967.0,131097.0,129785.0,129587.0
90654,39,"75052",Zip,TX,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,114143.0,114300.0,114413.0,114650.0,114896.0,115151.0,115384.0,115668.0,115941.0,116299.0,116732.0,117149.0
97771,40,"94565",Zip,CA,CA,Pittsburg,San Francisco-Oakland-Hayward,Contra Costa County,272514.0,273306.0,273888.0,275090.0,277059.0,279179.0,281415.0,284443.0,288629.0,292907.0,296418.0,300287.0
74126,41,"37042",Zip,TN,TN,Clarksville,Clarksville,Montgomery County,105974.0,105982.0,105935.0,105823.0,105723.0,105669.0,105756.0,105961.0,106182.0,106320.0,106433.0,106794.0
62017,42,"11206",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,239003.0,241214.0,243187.0,247255.0,252416.0,255826.0,260107.0,263568.0,272055.0,281161.0,288298.0,291036.0
89925,43,"73099",Zip,OK,OK,Yukon,Oklahoma City,Canadian County,105604.0,105834.0,106004.0,106382.0,106783.0,107254.0,107763.0,108146.0,108507.0,108814.0,109370.0,110004.0
96027,44,"90046",Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,463117.0,463879.0,467076.0,471449.0,476230.0,479488.0,483628.0,487975.0,492764.0,497377.0,503496.0,510326.0
66133,45,"20009",Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,187284.0,188695.0,190569.0,194360.0,198158.0,201712.0,204503.0,207457.0,209779.0,211256.0,212827.0,214742.0
91922,46,"77429",Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,161889.0,161778.0,161481.0,161472.0,161527.0,161854.0,161828.0,161975.0,162124.0,162398.0,162887.0,163515.0
92341,47,"78245",Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,116536.0,116615.0,116605.0,116760.0,115866.0,114976.0,113944.0,114010.0,114093.0,114208.0,114208.0,114233.0
91968,48,"77479",Zip,TX,TX,Sugar Land,Houston-The Woodlands-Sugar Land,Fort Bend County,239079.0,240042.0,241000.0,242955.0,243671.0,243645.0,243246.0,243425.0,243755.0,244042.0,244448.0,244962.0
61802,49,"10462",Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,71892.0,72089.0,72506.0,73027.0,73709.0,74398.0,75111.0,75727.0,76311.0,77013.0,78262.0,79497.0
61796,50,"10456",Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,164793.0,172452.0,175710.0,180732.0,181555.0,181734.0,182755.0,183185.0,184474.0,186126.0,187565.0,188920.0
84615,51,"60613",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,223638.0,224539.0,226337.0,229063.0,232539.0,235504.0,238679.0,241785.0,245046.0,248338.0,251521.0,254689.0
70829,52,"30044",Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County,140659.0,141073.0,141493.0,142398.0,143331.0,144297.0,145162.0,146138.0,147125.0,148158.0,149029.0,149948.0
61633,53,"10019",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,467676.0,472596.0,476141.0,483649.0,490917.0,499542.0,508470.0,515822.0,521841.0,527386.0,534931.0,543925.0
86026,54,"63376",Zip,MO,MO,Saint Peters,St. Louis,Saint Charles County,"","","","","","","","","","","",""
61617,55,"10003",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,448077.0,454299.0,458881.0,468985.0,477474.0,487266.0,494835.0,499646.0,501765.0,504948.0,512193.0,522464.0
69823,56,"28277",Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,216280.0,216429.0,216723.0,217301.0,217997.0,218567.0,218942.0,219344.0,219928.0,220658.0,221237.0,221760.0
84627,57,"60625",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,215790.0,216793.0,218273.0,220784.0,223393.0,225531.0,228180.0,231646.0,235681.0,239991.0,244704.0,249580.0
70828,58,"30043",Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County,161546.0,162012.0,162463.0,163456.0,164500.0,165452.0,166249.0,167083.0,167931.0,168868.0,169634.0,170428.0
62040,59,"11230",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,291026.0,293095.0,295609.0,300473.0,305034.0,308427.0,312015.0,314302.0,317534.0,319917.0,324481.0,328732.0
62023,60,"11212",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,202108.0,203037.0,203800.0,205115.0,206512.0,208499.0,210953.0,212777.0,214474.0,215536.0,216241.0,216096.0
91685,61,"77036",Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,76045.0,76308.0,76531.0,76631.0,76820.0,77104.0,78074.0,78333.0,78644.0,78379.0,79249.0,79271.0
61803,62,"10463",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,182382.0,185436.0,186144.0,189068.0,190714.0,193260.0,195410.0,197299.0,200339.0,203298.0,206120.0,208368.0
84630,63,"60629",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,134106.0,134275.0,134779.0,135738.0,136848.0,137976.0,139176.0,140505.0,141713.0,142892.0,144437.0,146030.0
62020,64,"11209",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,322380.0,324781.0,327142.0,331541.0,336286.0,340122.0,344752.0,346391.0,348363.0,349273.0,351957.0,354813.0
70874,65,"30096",Zip,GA,GA,Duluth,Atlanta-Sandy Springs-Roswell,Gwinnett County,149207.0,149647.0,150105.0,151035.0,151990.0,152890.0,153768.0,154727.0,155739.0,156766.0,157724.0,158717.0
62032,66,"11221",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,205470.0,206905.0,208037.0,210614.0,212752.0,215451.0,217613.0,218776.0,220514.0,222565.0,225941.0,227713.0
60545,67,"07030",Zip,NJ,NJ,Hoboken,New York-Newark-Jersey City,Hudson County,248011.0,249340.0,251074.0,254711.0,258632.0,261984.0,264943.0,267970.0,271397.0,274806.0,277477.0,280181.0
99534,68,"98052",Zip,WA,WA,Redmond,Seattle-Tacoma-Bellevue,King County,313011.0,314646.0,316372.0,319397.0,322493.0,324601.0,327242.0,328778.0,330262.0,330821.0,331942.0,333527.0
70810,69,"30024",Zip,GA,GA,Suwanee,Atlanta-Sandy Springs-Roswell,Gwinnett County,224240.0,224879.0,225399.0,226568.0,227569.0,228487.0,229256.0,230291.0,231550.0,232723.0,233577.0,234532.0
84612,70,"60610",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,276303.0,277007.0,278676.0,281753.0,285842.0,289634.0,293379.0,297529.0,302319.0,308012.0,313453.0,318127.0
92617,71,"78704",Zip,TX,TX,Austin,Austin-Round Rock,Travis County,255993.0,260710.0,265484.0,269750.0,273785.0,274688.0,281025.0,285653.0,288297.0,287956.0,288629.0,289723.0
91726,72,"77077",Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,191033.0,190192.0,190090.0,190398.0,191447.0,192534.0,193144.0,192332.0,191422.0,190423.0,191048.0,191737.0
94748,73,"85032",Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County,132105.0,132457.0,132809.0,133638.0,134452.0,135232.0,136060.0,136878.0,137929.0,138949.0,139976.0,140835.0
91889,74,"77379",Zip,TX,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,168813.0,168799.0,168531.0,168741.0,169049.0,169847.0,170174.0,170720.0,171300.0,172147.0,173208.0,174133.0
90823,75,"75287",Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,189397.0,188683.0,188727.0,188524.0,188951.0,189005.0,189105.0,189164.0,189596.0,190267.0,190944.0,191512.0
61638,76,"10024",Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,476845.0,482894.0,487067.0,498841.0,510549.0,523252.0,533364.0,541181.0,547972.0,552656.0,559202.0,566954.0
92598,77,"78666",Zip,TX,TX,San Marcos,Austin-Round Rock,Hays County,"","","","","","","","","","","",""
66843,78,"21234",Zip,MD,MD,Parkville,Baltimore-Columbia-Towson,Baltimore County,118003.0,118450.0,118709.0,119218.0,119517.0,119823.0,120076.0,120660.0,121206.0,121898.0,122169.0,122329.0
72463,79,"33160",Zip,FL,FL,Sunny Isles Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,171830.0,172715.0,173202.0,174378.0,175350.0,176650.0,178033.0,179358.0,180526.0,181682.0,182989.0,184617.0
67732,80,"23464",Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,128930.0,129297.0,129722.0,130441.0,131040.0,131486.0,131986.0,131948.0,132029.0,131884.0,132299.0,132636.0
73221,81,"34787",Zip,FL,FL,Winter Garden,Orlando-Kissimmee-Sanford,Orange County,177032.0,178403.0,179243.0,180771.0,181558.0,181879.0,182250.0,182944.0,184574.0,186295.0,187619.0,188559.0
92481,82,"78521",Zip,TX,TX,Brownsville,Brownsville-Harlingen,Cameron County,"","","","","","","","","","","",""
61148,83,"08701",Zip,NJ,NJ,Lakewood Township,New York-Newark-Jersey City,Ocean County,168670.0,169566.0,170070.0,171433.0,172737.0,174271.0,175592.0,177046.0,178966.0,181163.0,183365.0,185116.0
90795,84,"75243",Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,100060.0,100033.0,99902.0,99910.0,99973.0,100059.0,100546.0,101285.0,102231.0,102780.0,102944.0,103385.0
62025,85,"11214",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,210373.0,211808.0,213156.0,215767.0,217880.0,219858.0,221630.0,222918.0,224282.0,225702.0,227578.0,229188.0
69672,86,"28027",Zip,NC,NC,Concord,Charlotte-Concord-Gastonia,Cabarrus County,168247.0,168657.0,169123.0,169875.0,170840.0,171443.0,172087.0,172281.0,172809.0,173336.0,174210.0,175071.0
62018,87,"11207",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,167817.0,168538.0,169215.0,170995.0,172648.0,174983.0,177450.0,179286.0,180263.0,179727.0,179993.0,181340.0
97711,88,"94501",Zip,CA,CA,Alameda,San Francisco-Oakland-Hayward,Alameda County,335259.0,337169.0,339974.0,350554.0,364470.0,374762.0,382176.0,385542.0,393046.0,399683.0,407306.0,414689.0
58669,89,"02169",Zip,MA,MA,Quincy,Boston-Cambridge-Newton,Norfolk County,187187.0,188001.0,188912.0,191056.0,194422.0,198003.0,201609.0,204889.0,208206.0,211513.0,215652.0,220032.0
72578,90,"33411",Zip,FL,FL,Royal Palm Beach,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,128197.0,128659.0,129134.0,129931.0,130704.0,131331.0,132113.0,132810.0,133566.0,134271.0,134958.0,135755.0
62039,91,"11229",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,195761.0,197284.0,198702.0,201433.0,203886.0,206770.0,209406.0,211199.0,212459.0,214005.0,216858.0,219668.0
84621,92,"60619",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,102634.0,102870.0,103374.0,103938.0,104393.0,104852.0,105671.0,106965.0,108013.0,109232.0,110008.0,111036.0
92654,93,"78745",Zip,TX,TX,Austin,Austin-Round Rock,Travis County,158683.0,158505.0,159846.0,160739.0,161132.0,160396.0,159399.0,160439.0,161205.0,162591.0,163565.0,163735.0
97565,94,"94110",Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,462792.0,463680.0,468237.0,477176.0,488887.0,500980.0,513325.0,528000.0,541840.0,555995.0,569077.0,584020.0
67730,95,"23462",Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,101944.0,102194.0,102496.0,103077.0,103577.0,103958.0,104328.0,104317.0,104480.0,104517.0,104942.0,105237.0
72363,96,"33025",Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County,99462.0,99696.0,99988.0,100588.0,101132.0,101661.0,102054.0,102622.0,103152.0,103878.0,104627.0,105466.0
61798,97,"10458",Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,167950.0,168230.0,168576.0,169683.0,171600.0,173634.0,176197.0,177155.0,178659.0,177861.0,179174.0,180114.0
90665,98,"75067",Zip,TX,TX,Lewisville,Dallas-Fort Worth-Arlington,Denton County,132058.0,132446.0,132756.0,133214.0,133450.0,133158.0,132966.0,133025.0,133633.0,134340.0,134846.0,135299.0
96015,99,"90034",Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,351686.0,351521.0,352289.0,354766.0,357943.0,362565.0,366801.0,372165.0,376527.0,380157.0,383993.0,387369.0
93263,100,"80134",Zip,CO,CO,Parker,Denver-Aurora-Lakewood,Douglas County,262625.0,263850.0,265457.0,268694.0,272230.0,275371.0,278522.0,281770.0,284932.0,288096.0,290909.0,293976.0
72442,101,"33139",Zip,FL,FL,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,141818.0,142692.0,143398.0,145099.0,146566.0,148083.0,149379.0,150686.0,152156.0,153603.0,155280.0,157287.0
84613,102,"60611",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,325177.0,325917.0,327751.0,330787.0,334103.0,336954.0,340260.0,344582.0,349278.0,355230.0,361256.0,366616.0
98325,103,"95630",Zip,CA,CA,Folsom,Sacramento--Roseville--Arden-Arcade,Sacramento County,239890.0,240912.0,242093.0,244266.0,246566.0,248620.0,251583.0,254500.0,258257.0,261957.0,266506.0,270838.0
79054,104,"48197",Zip,MI,MI,Ypsilanti,Ann Arbor,Washtenaw County,176367.0,176611.0,177043.0,177852.0,179227.0,180623.0,182018.0,183412.0,184850.0,186676.0,188417.0,190211.0
77007,105,"44107",Zip,OH,OH,Lakewood,Cleveland-Elyria,Cuyahoga County,119076.0,119526.0,119692.0,120385.0,121446.0,122768.0,123643.0,124008.0,124633.0,125532.0,126467.0,127216.0
87074,106,"66062",Zip,KS,KS,Olathe,Kansas City,Johnson County,"","","","","","","","","","","",""
62022,107,"11211",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,189914.0,191060.0,190625.0,191726.0,192621.0,195802.0,199655.0,203148.0,207942.0,212678.0,219437.0,224828.0
76953,108,"44035",Zip,OH,OH,Elyria,Cleveland-Elyria,Lorain County,99872.0,99988.0,100215.0,100625.0,101030.0,101407.0,101968.0,102680.0,103550.0,104138.0,104839.0,105394.0
94870,109,"85281",Zip,AZ,AZ,Tempe,Phoenix-Mesa-Scottsdale,Maricopa County,111042.0,111433.0,111921.0,112879.0,113881.0,114618.0,115291.0,115964.0,116761.0,117473.0,118111.0,118877.0
62088,110,"11377",Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,260299.0,262079.0,264116.0,266308.0,268122.0,269405.0,272264.0,275222.0,277839.0,281115.0,284426.0,287447.0
61793,111,"10453",Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,176985.0,177511.0,179037.0,181639.0,183974.0,185662.0,187307.0,188810.0,190552.0,192702.0,195255.0,197245.0
96239,112,"90805",Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,157192.0,157218.0,157841.0,159330.0,161400.0,163374.0,164812.0,166256.0,167456.0,168821.0,170147.0,171712.0
60639,113,"07302",Zip,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County,195530.0,196626.0,197627.0,199277.0,200897.0,202321.0,205050.0,207937.0,211055.0,214766.0,218868.0,223518.0
96193,114,"90650",Zip,CA,CA,Norwalk,Los Angeles-Long Beach-Anaheim,Los Angeles County,164730.0,164767.0,165309.0,166317.0,167655.0,169062.0,170635.0,172341.0,173756.0,174791.0,175858.0,176949.0
96025,115,"90044",Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,152630.0,152041.0,151887.0,152035.0,152724.0,153632.0,154555.0,155472.0,156274.0,156551.0,156815.0,157270.0
95048,116,"85710",Zip,AZ,AZ,Tucson,Tucson,Pima County,104361.0,104662.0,104834.0,105116.0,105349.0,105577.0,105950.0,106428.0,107039.0,107744.0,108205.0,108631.0
96990,117,"92683",Zip,CA,CA,Westminster,Los Angeles-Long Beach-Anaheim,Orange County,254799.0,257356.0,259083.0,262580.0,265577.0,268722.0,271855.0,274898.0,278005.0,281759.0,284762.0,288067.0
94820,118,"85225",Zip,AZ,AZ,Chandler,Phoenix-Mesa-Scottsdale,Maricopa County,130386.0,130668.0,131084.0,131846.0,132655.0,133170.0,133708.0,134128.0,134775.0,135361.0,136032.0,136707.0
62044,119,"11234",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,244406.0,246638.0,248381.0,251864.0,254684.0,257617.0,260546.0,262384.0,263783.0,265032.0,267091.0,269104.0
71005,120,"30281",Zip,GA,GA,Stockbridge,Atlanta-Sandy Springs-Roswell,Henry County,134458.0,135018.0,135415.0,136278.0,136826.0,137220.0,137696.0,138418.0,139407.0,140225.0,140883.0,141385.0
74156,121,"37075",Zip,TN,TN,Hendersonville,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,172134.0,172581.0,172676.0,173139.0,173511.0,174018.0,174540.0,175013.0,175441.0,175912.0,176347.0,176717.0
62067,122,"11355",Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,219798.0,221346.0,223328.0,225840.0,228205.0,230202.0,232558.0,235200.0,237936.0,241906.0,245770.0,248996.0
62048,123,"11238",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,228835.0,230071.0,230887.0,234941.0,238781.0,244216.0,247459.0,248934.0,250888.0,253525.0,258576.0,261569.0
92576,124,"78641",Zip,TX,TX,Leander,Austin-Round Rock,Williamson County,184179.0,184310.0,184737.0,185678.0,185996.0,186115.0,186759.0,188862.0,190741.0,192534.0,194366.0,196447.0
61790,125,"10314",Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,182544.0,183872.0,184915.0,187109.0,189260.0,191710.0,194276.0,196177.0,198286.0,200397.0,203842.0,206385.0
65810,126,"19143",Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,61402.0,61713.0,61837.0,62207.0,62806.0,63529.0,64108.0,64662.0,65055.0,65354.0,65504.0,65939.0
93146,127,"79938",Zip,TX,TX,El Paso,El Paso,El Paso County,118390.0,118183.0,118005.0,118385.0,119008.0,119913.0,120026.0,119477.0,118358.0,116940.0,115493.0,114361.0
96467,128,"91709",Zip,CA,CA,Chino Hills,Riverside-San Bernardino-Ontario,San Bernardino County,247847.0,249713.0,251186.0,253968.0,256015.0,257794.0,259390.0,261019.0,262496.0,264340.0,266470.0,268808.0
62026,129,"11215",Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,332860.0,335692.0,339589.0,348817.0,357363.0,364781.0,370119.0,373915.0,378332.0,381665.0,385615.0,387807.0
61792,130,"10452",Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,"","","","","","","","","","","",""
84619,131,"60617",Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,91079.0,91208.0,91626.0,92184.0,92707.0,93124.0,93488.0,94070.0,94534.0,95416.0,96260.0,96950.0
95309,132,"87114",Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,"","","","","","","","","","","",""
71864,133,"32210",Zip,FL,FL,Jacksonville,Jacksonville,Duval County,92383.0,92667.0,92853.0,93220.0,93655.0,94256.0,94957.0,95445.0,95747.0,95976.0,96303.0,96817.0
76511,134,"43081",Zip,OH,OH,Westerville,Columbus,Franklin County,146153.0,146471.0,146917.0,147673.0,148381.0,149071.0,149883.0,150661.0,151328.0,151848.0,152399.0,152862.0
97764,135,"94558",Zip,CA,CA,Napa,Napa,Napa County,262807.0,263871.0,265852.0,269552.0,273945.0,278308.0,283406.0,288563.0,293752.0,298586.0,303693.0,309100.0
96007,136,"90026",Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,216071.0,217077.0,218277.0,220944.0,224327.0,228140.0,231135.0,234507.0,236834.0,239454.0,241283.0,243280.0
